,school,sex,age,address,famsize,Mjob,Fjob,reason,traveltime,studytime,failures,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
56,SS,F,25,U,GT3,services,services,reputation,1,2,0,yes,no,4,3,2,1,1,1,0,B+,B+,B+
57,SS,M,25,U,GT3,teacher,health,reputation,1,2,0,yes,no,3,2,2,1,1,5,8,B+,B+,A0
58,SS,M,25,U,LE3,other,at_home,home,1,2,0,yes,no,4,3,2,1,1,5,0,B+,B+,B+
59,SS,F,26,U,GT3,services,other,course,1,2,0,yes,no,4,2,3,1,1,5,2,A0,B+,A0
60,SS,F,26,R,GT3,health,teacher,other,1,2,0,yes,no,2,4,4,2,3,4,0,A0,A0,A0
61,SS,F,26,U,GT3,services,services,course,4,1,0,yes,yes,5,5,5,5,5,5,0,B0,B0,A0
62,SS,F,26,U,LE3,other,services,reputation,1,2,0,yes,no,4,4,3,1,1,1,0,B+,B+,B0
63,SS,F,26,U,GT3,teacher,health,home,1,3,0,yes,no,3,4,4,2,4,4,0,B+,B+,B+
64,SS,F,25,U,LE3,services,services,reputation,1,2,0,yes,yes,4,4,4,2,4,2,0,B+,B0,B0
65,SS,F,26,U,LE3,teacher,services,course,3,2,0,yes,no,5,4,3,1,2,1,2,A0,B+,A0
66,SS,M,25,U,GT3,other,services,reputation,1,4,0,yes,yes,1,3,3,5,5,3,0,B0,B0,B0
67,SS,F,26,U,GT3,services,other,course,1,4,0,yes,no,4,3,3,1,2,5,0,B0,C+,B0
68,SS,F,25,R,LE3,health,services,reputation,2,2,0,yes,no,4,1,3,1,3,4,0,B0,B0,B0
69,SS,F,25,R,LE3,other,other,reputation,2,4,0,yes,no,4,4,2,2,3,3,6,B+,B+,B+
70,SS,M,26,U,GT3,other,other,reputation,2,4,0,yes,no,4,3,2,1,1,5,2,B+,B0,B0
71,SS,M,25,U,GT3,other,other,course,1,4,0,yes,no,3,3,3,1,1,3,0,B0,C+,B0
72,SS,F,25,R,GT3,other,other,reputation,1,2,0,yes,yes,3,3,4,2,4,5,2,B+,B0,B0
73,SS,M,26,U,GT3,other,other,reputation,1,1,0,yes,no,5,3,2,2,2,5,0,B+,B+,B+
74,SS,F,26,U,GT3,other,services,home,1,2,0,yes,no,4,3,3,2,4,5,4,B0,B0,B0
75,SS,M,25,U,GT3,teacher,other,home,1,2,0,yes,no,4,3,3,2,3,5,0,B0,B0,B0
76,SS,M,25,U,GT3,teacher,other,course,2,4,0,yes,no,3,4,3,1,1,1,0,B0,B0,B0
77,SS,F,26,U,GT3,other,other,reputation,1,4,0,yes,yes,5,2,3,1,3,3,1,B+,B+,B+
78,SS,M,27,U,GT3,other,other,home,2,1,3,yes,no,4,5,1,1,1,3,0,C+,C+,B0
79,SS,F,26,U,GT3,at_home,other,course,1,2,0,yes,no,2,4,3,1,2,3,14,B0,B0,B0
80,SS,M,25,U,GT3,other,services,course,1,1,0,yes,yes,3,2,2,1,3,3,0,B0,B0,B0
81,SS,M,25,U,GT3,other,other,home,1,3,0,yes,no,5,3,2,1,2,5,2,B0,C+,C+
82,SS,F,25,U,LE3,services,other,reputation,1,2,0,yes,no,4,4,4,1,1,5,4,B0,B0,B0
83,SS,M,25,U,LE3,services,services,home,2,2,0,yes,no,5,3,3,1,3,4,2,B+,B0,B+
84,SS,F,25,U,GT3,other,other,home,1,2,0,yes,no,4,3,2,2,3,4,2,B+,B0,B0
85,SS,F,25,U,GT3,services,services,reputation,2,2,0,yes,yes,4,4,4,2,3,5,4,B0,B0,B0
86,SS,F,26,U,LE3,at_home,other,course,1,2,0,yes,no,4,3,4,1,2,2,6,B+,B0,B0
87,SS,F,25,U,GT3,other,other,reputation,1,3,0,yes,no,5,3,3,1,3,1,4,B+,B+,B+
88,SS,M,26,U,GT3,services,other,reputation,2,2,0,yes,no,4,4,2,1,1,3,6,B0,B0,B0
89,SS,M,26,U,LE3,teacher,health,reputation,1,2,0,yes,no,4,1,3,3,5,5,6,C+,C+,B0
90,SS,F,26,U,GT3,other,other,home,1,3,0,yes,yes,4,3,3,1,3,4,2,C+,B0,B0
91,SS,F,25,U,GT3,services,other,reputation,1,1,0,yes,no,4,5,5,1,3,1,6,B+,B+,B+
92,SS,F,26,U,LE3,other,other,home,1,2,0,yes,no,3,3,3,2,3,2,0,B0,B+,B0
93,SS,F,26,U,GT3,teacher,services,home,2,2,0,yes,no,5,3,3,1,1,1,2,B+,B+,B+
94,SS,M,25,U,LE3,services,health,reputation,1,4,0,yes,no,4,3,4,1,1,4,2,B0,B0,B0
95,SS,F,25,R,GT3,at_home,other,home,2,4,0,yes,no,3,1,2,1,1,1,4,B+,B+,B+
96,SS,M,26,R,GT3,services,other,reputation,2,1,0,yes,no,3,3,3,1,1,4,6,C+,B0,B0
97,SS,F,26,U,GT3,other,other,course,1,2,0,yes,yes,4,3,5,1,1,5,0,B+,B0,B0
98,SS,F,26,U,GT3,other,other,reputation,1,1,0,yes,no,5,3,4,1,2,1,4,B0,B+,B+
99,SS,F,26,U,GT3,other,at_home,course,1,3,0,yes,no,5,3,5,1,1,3,2,B0,B+,B+
100,SS,M,26,U,GT3,services,services,other,1,1,0,yes,no,4,5,5,5,5,4,12,C+,C+,C+
101,SS,M,26,U,GT3,services,teacher,other,1,3,0,yes,yes,4,4,3,1,1,4,0,A0,A0,A0
102,SS,M,25,U,GT3,services,other,course,1,1,0,yes,no,5,3,3,1,1,5,2,B0,B+,B0
103,SS,F,25,U,GT3,services,other,home,2,2,0,yes,no,4,3,5,1,1,2,16,B0,B0,B0
104,SS,M,25,U,GT3,services,other,course,1,2,0,yes,no,5,4,4,1,1,1,0,A0,A0,A0
105,SS,F,25,U,GT3,other,health,reputation,1,4,0,yes,no,4,3,3,1,1,4,10,B0,B0,B0
106,SS,F,25,U,GT3,other,other,course,1,4,0,yes,no,5,1,2,1,1,3,4,B0,B0,B0
107,SS,M,26,U,GT3,services,other,home,1,3,0,yes,no,5,3,3,1,1,5,4,B+,B+,B+
108,SS,M,25,R,GT3,other,other,home,4,4,0,yes,yes,1,3,5,3,5,1,8,B0,B0,B0
109,SS,F,26,U,LE3,health,health,other,1,3,0,yes,yes,5,4,5,1,1,4,2,B+,B+,B+
110,SS,M,25,U,LE3,teacher,teacher,course,1,1,0,yes,no,5,5,3,1,1,4,4,B+,B+,B+
111,SS,F,26,R,GT3,services,other,reputation,1,3,0,yes,no,4,1,2,1,1,2,4,B0,B0,B0
112,SS,F,26,U,GT3,at_home,other,home,1,2,1,yes,no,3,1,2,1,1,5,12,C+,B0,B0
113,SS,M,25,U,LE3,teacher,other,course,1,1,0,yes,no,3,5,2,1,1,3,10,A+,A0,A+
114,SS,M,25,R,GT3,health,services,reputation,1,2,0,yes,yes,5,4,2,1,1,5,4,B0,C+,B0
115,SS,M,26,U,GT3,teacher,teacher,course,1,2,0,yes,no,5,4,4,1,2,5,6,A0,B+,B+
116,SS,M,25,U,GT3,other,teacher,reputation,2,2,0,yes,no,4,4,3,1,1,2,4,A0,B+,A0
117,SS,M,26,U,GT3,other,services,home,2,1,0,yes,no,5,4,2,1,1,5,6,B+,B+,B+
118,SS,M,27,R,GT3,other,other,course,3,2,1,yes,no,5,2,4,1,4,5,14,B0,B0,B0
119,SS,M,25,U,GT3,other,other,reputation,1,1,0,yes,no,3,4,3,1,2,4,2,B+,B+,B+
120,SS,F,25,U,GT3,at_home,services,course,1,2,0,yes,no,3,2,3,1,2,1,0,B+,B+,B+
121,SS,M,25,U,GT3,services,services,home,1,4,0,yes,no,5,5,4,1,2,5,6,B+,B+,B+
122,SS,F,26,U,LE3,other,health,course,2,2,0,yes,yes,4,2,2,1,2,5,2,B+,B0,B+
123,SS,M,26,U,GT3,health,other,course,1,1,0,yes,no,3,4,4,1,4,5,4,B0,B+,B+
124,SS,F,26,U,GT3,other,other,home,1,2,0,yes,yes,5,4,4,1,1,5,0,B0,B0,B0
125,SS,M,25,U,GT3,services,services,home,1,1,0,yes,no,5,5,5,3,2,5,2,C+,C+,C+
126,SS,F,25,U,LE3,other,other,home,1,2,0,yes,yes,5,3,2,1,1,1,0,B0,B0,B0
127,SS,F,23,U,GT3,at_home,other,course,1,2,2,yes,no,3,4,2,1,1,5,0,C+,B0,B0
128,SS,M,26,R,GT3,teacher,teacher,course,1,1,0,yes,no,3,5,5,2,5,4,8,B+,B+,B+
129,SS,M,26,U,GT3,other,other,course,2,3,0,yes,yes,3,2,3,2,2,1,4,B+,B0,B+
130,SS,F,25,R,GT3,services,teacher,course,2,3,0,yes,yes,4,2,2,2,2,5,0,B0,B0,B0
131,SS,F,22,U,GT3,services,other,reputation,1,2,3,yes,yes,5,4,5,1,3,5,10,B0,C+,C+
132,SS,F,27,U,LE3,other,other,course,3,1,0,yes,no,3,2,2,1,2,5,8,B0,B0,B0
133,SS,F,25,U,GT3,at_home,other,course,3,1,0,yes,yes,4,3,3,1,2,4,6,B0,B0,B+
134,SS,F,27,U,LE3,other,other,course,1,1,0,yes,yes,3,4,4,1,3,5,2,B+,B0,B0
135,SS,F,26,U,GT3,services,other,course,1,1,0,yes,no,3,2,1,1,4,5,12,B+,B+,B+
136,SS,M,26,U,GT3,at_home,other,course,4,1,0,yes,no,3,2,1,1,1,2,4,C+,C+,B0
137,SS,F,26,U,GT3,other,other,home,1,1,1,yes,no,5,3,4,1,1,5,12,B+,B0,B0
138,SS,M,25,R,GT3,at_home,teacher,course,4,2,0,yes,yes,5,3,3,1,1,5,2,B0,B0,B0
139,SS,F,25,U,GT3,services,at_home,course,1,3,0,yes,yes,4,3,3,1,1,5,4,B+,B+,B+
140,SS,M,27,R,GT3,at_home,other,course,3,2,0,yes,no,5,4,5,2,4,5,2,B0,C+,B0
141,SS,F,26,R,GT3,at_home,other,course,4,2,0,yes,no,5,1,3,1,1,3,0,B+,B+,B+
142,SS,M,22,U,LE3,services,services,course,2,1,0,yes,yes,3,3,4,4,5,4,2,B0,B0,B0
143,SS,F,22,U,GT3,other,services,course,1,3,0,yes,yes,4,3,3,5,1,5,10,B0,B0,B0
144,SS,F,26,R,GT3,other,services,reputation,2,1,0,yes,yes,3,3,3,1,2,1,8,B0,B0,B0
145,SS,F,26,U,GT3,other,other,course,2,1,0,yes,yes,4,3,2,1,1,5,4,C+,C+,B0
146,SS,M,26,U,LE3,services,other,course,1,2,2,yes,yes,4,4,4,1,3,5,0,B0,B0,B0
147,SS,F,25,U,GT3,teacher,teacher,course,2,1,0,yes,no,4,3,2,1,1,5,6,B+,B+,B+
148,SS,F,25,R,GT3,other,other,course,3,1,1,yes,yes,5,5,5,1,1,1,2,C+,C+,C+
149,SS,M,25,U,GT3,teacher,services,course,2,4,0,yes,no,2,2,2,1,1,3,6,C+,B0,B0
150,SS,F,25,U,GT3,services,services,home,1,2,0,yes,yes,1,3,2,2,3,1,24,C+,C+,C+
151,SS,M,26,U,GT3,services,services,course,1,3,0,yes,no,5,3,3,1,3,5,0,B+,B+,B+
152,SS,M,26,U,LE3,services,services,reputation,2,1,0,yes,no,2,3,3,2,2,2,4,B0,B0,B0
153,SS,F,25,U,GT3,teacher,services,course,1,3,0,yes,no,4,2,2,1,1,5,2,B+,B+,B+
154,SS,F,26,U,LE3,at_home,at_home,course,1,1,0,yes,no,3,4,4,3,3,1,4,B0,B0,B0
155,SS,M,27,U,GT3,other,other,home,1,1,0,yes,no,5,4,5,1,2,5,22,C+,C+,C0
156,SS,F,25,U,GT3,other,services,course,1,2,0,yes,no,4,4,2,1,2,5,0,B0,B0,B0
157,SS,F,25,U,LE3,at_home,other,home,2,1,0,yes,yes,4,4,2,1,1,5,0,B0,B0,B0
158,SS,F,25,U,GT3,health,services,home,1,2,1,yes,no,3,3,2,1,1,3,2,B0,B0,B0
159,SS,F,25,U,GT3,at_home,other,course,1,2,0,yes,no,4,3,2,1,1,5,6,B+,B0,B+
160,SS,F,25,U,GT3,at_home,services,course,1,2,0,yes,yes,2,3,4,2,4,1,6,B0,B0,B0
161,SS,M,26,U,GT3,teacher,teacher,course,1,1,0,yes,yes,3,3,2,2,1,5,16,C+,C+,C+
162,SS,M,25,U,LE3,services,other,course,4,1,0,yes,no,4,5,5,2,5,5,0,B0,B0,B0
163,SS,M,22,U,LE3,other,other,course,1,1,2,yes,yes,2,3,5,2,5,4,0,B0,C+,D0
164,SS,M,26,U,LE3,at_home,other,course,1,1,1,yes,yes,4,4,4,3,5,5,6,C+,B0,B0
165,SS,F,25,R,GT3,services,services,reputation,2,3,0,yes,yes,4,2,1,2,3,3,2,B+,B+,B+
166,SS,M,23,U,GT3,services,at_home,home,1,1,0,yes,yes,4,5,4,1,1,4,6,B0,C+,B0
167,SS,F,27,U,GT3,other,teacher,course,1,1,0,yes,yes,4,2,1,1,1,4,0,B+,B+,B+
168,SS,M,25,R,GT3,at_home,services,course,1,2,0,yes,no,4,4,4,1,1,1,0,C+,C+,C+
169,SS,M,27,R,LE3,other,other,reputation,1,1,3,yes,no,2,2,2,3,3,5,14,C+,C+,B0
170,SS,F,22,R,GT3,at_home,other,course,3,1,3,yes,no,5,2,5,1,5,4,6,B0,B0,B0
171,SS,M,26,R,GT3,at_home,other,course,3,1,0,yes,no,4,2,2,1,2,3,4,B0,B0,B0
172,SS,M,26,U,GT3,other,services,course,1,2,1,yes,yes,4,5,5,4,4,5,0,B0,B0,D0
173,SS,M,26,U,LE3,health,services,course,2,1,2,yes,no,4,4,5,3,5,5,0,C+,C+,B0
174,SS,M,27,R,LE3,at_home,other,course,2,1,1,yes,yes,3,3,2,2,2,5,8,C+,C+,C+
175,SS,M,27,R,GT3,other,other,course,2,2,2,yes,yes,4,4,4,1,4,3,4,C+,C0,C+
176,SS,M,25,U,LE3,other,other,course,2,1,0,yes,no,4,4,4,2,4,5,2,C+,C+,B0
177,SS,M,26,U,GT3,at_home,services,course,1,1,1,yes,no,5,3,3,1,4,2,2,C+,C+,C+
178,SS,M,27,R,LE3,other,services,course,4,2,0,yes,yes,5,3,5,1,5,5,0,C+,C+,C+
179,SS,M,27,U,GT3,services,services,course,2,1,3,yes,no,4,5,2,1,1,2,10,C+,C+,C+
180,SS,M,26,U,GT3,other,other,course,1,2,0,yes,no,4,3,5,2,4,4,0,C+,B0,B0
181,SS,F,26,U,GT3,health,services,home,1,2,0,yes,yes,4,2,3,1,1,3,0,A0,A0,A+
182,SS,F,26,U,GT3,other,other,home,1,2,0,yes,no,5,1,5,1,1,4,0,B0,B0,B+
183,SS,F,26,U,GT3,health,health,reputation,1,2,0,yes,yes,4,4,2,1,1,3,0,A0,A0,A0
184,SS,M,26,U,GT3,other,other,course,3,1,1,yes,no,3,4,5,2,4,2,4,C+,C+,B0
185,SS,M,26,U,GT3,other,other,reputation,2,2,0,yes,yes,4,3,2,1,1,3,0,A0,A0,A+
186,SS,M,27,U,LE3,teacher,other,reputation,1,2,0,yes,no,4,4,4,1,3,5,0,B0,C+,B0
187,SS,F,26,U,GT3,at_home,services,home,1,2,0,yes,yes,4,3,5,1,1,3,0,B+,B+,B+
188,SS,F,26,U,LE3,other,other,reputation,2,2,0,yes,no,4,4,5,1,1,4,0,B+,B+,B+
189,SS,M,27,U,LE3,teacher,other,course,2,2,0,yes,no,4,4,4,4,4,4,0,B0,B0,B0
190,SS,F,26,U,GT3,services,other,reputation,2,2,0,yes,no,3,4,4,1,4,5,0,B+,B0,B+
191,SS,M,27,U,GT3,other,other,reputation,1,2,0,yes,no,4,3,4,1,4,4,4,B0,C+,B0
192,SS,M,26,R,GT3,teacher,services,other,1,1,0,yes,yes,4,3,3,3,4,3,8,B0,C+,B0
193,SS,M,27,U,GT3,other,other,course,1,2,0,yes,yes,5,2,3,1,1,2,4,B0,B0,B+
194,SS,M,26,U,GT3,teacher,other,home,1,2,0,yes,no,3,4,3,2,3,3,4,B0,B0,B0
195,SS,M,26,U,GT3,services,other,home,1,2,0,yes,yes,4,2,3,1,2,3,0,B0,B0,B+
196,SS,F,27,U,GT3,services,services,reputation,1,2,0,yes,no,5,4,2,2,3,5,0,A0,A+,A0
197,SS,F,27,U,LE3,other,other,reputation,1,2,0,yes,yes,5,3,3,2,3,1,32,B+,B+,B+
198,SS,F,26,U,GT3,other,other,reputation,1,2,0,yes,no,1,2,2,1,2,1,8,B+,B+,A0
199,SS,M,27,U,GT3,services,services,other,1,2,0,yes,yes,4,3,4,2,3,4,6,B0,B+,B+
200,SS,M,26,U,GT3,services,services,other,1,1,0,yes,yes,3,3,3,1,2,3,0,B0,C+,B0
201,SS,M,26,U,LE3,other,other,course,1,2,0,yes,yes,4,2,3,1,2,5,0,B+,B+,A0
202,SS,F,27,U,GT3,health,other,reputation,1,2,0,yes,yes,3,3,3,1,3,3,10,B0,B+,B+
203,SS,M,27,R,GT3,at_home,other,home,1,2,0,yes,no,3,1,3,1,5,3,6,C+,C+,B0
204,SS,F,26,U,GT3,services,services,course,1,2,0,yes,no,4,3,3,1,1,2,6,B0,B0,B+
205,SS,F,27,U,GT3,at_home,services,course,1,2,0,yes,no,5,3,3,1,1,3,0,B0,B0,B0
206,SS,M,27,U,GT3,at_home,services,other,2,2,0,yes,no,4,4,4,4,5,5,16,B0,B0,B0
207,SS,M,26,R,GT3,services,services,reputation,1,1,0,yes,no,4,3,2,3,4,5,0,B0,B0,B0
208,SS,M,26,U,GT3,other,other,home,2,1,0,yes,no,5,3,3,1,1,3,0,B+,B0,B0
209,SS,F,27,U,LE3,services,services,course,1,2,0,yes,yes,4,3,2,1,1,5,8,B+,B+,A0
210,SS,M,27,U,GT3,services,teacher,home,1,1,0,yes,no,5,2,3,1,2,5,4,B+,B+,B+
211,SS,M,26,R,LE3,teacher,other,home,3,1,0,yes,no,3,3,4,3,5,3,16,B0,B0,B0
212,SS,F,27,U,GT3,services,teacher,home,2,1,1,yes,no,4,2,4,2,3,2,30,B+,B+,A0
213,SS,F,26,U,LE3,teacher,teacher,reputation,1,2,0,yes,no,4,5,2,1,2,3,0,B0,B0,B0
214,SS,F,26,U,GT3,health,other,home,1,2,0,yes,no,4,3,5,1,5,2,2,B+,B+,B+
215,SS,F,26,U,GT3,other,other,reputation,1,2,0,yes,no,4,4,3,1,3,4,4,B0,B0,B0
216,SS,F,27,U,GT3,other,other,course,1,2,0,yes,no,4,4,4,1,3,1,0,B+,B+,B+
217,SS,F,27,R,GT3,other,other,reputation,1,1,0,yes,no,5,3,2,1,2,3,21,B+,B+,B+
218,SS,F,26,R,GT3,services,services,reputation,2,4,0,yes,no,5,3,5,1,1,5,6,B+,B+,B+
219,SS,F,27,U,GT3,at_home,services,home,1,3,1,yes,yes,4,4,3,3,4,5,14,C+,C+,C+
220,SS,F,26,U,GT3,services,other,course,1,2,0,yes,no,2,3,3,2,2,4,2,B0,B0,B0
221,SS,F,26,U,GT3,teacher,other,other,1,2,0,yes,yes,1,3,2,1,1,1,4,B+,B+,B+
222,SS,F,26,U,GT3,at_home,other,home,2,1,0,yes,no,4,3,2,1,4,5,2,B0,B+,B+
223,SS,F,27,R,GT3,teacher,other,reputation,2,3,0,yes,yes,4,4,2,1,1,4,0,B0,B0,B0
224,SS,F,23,U,GT3,other,other,reputation,1,4,0,yes,no,4,3,3,1,2,3,4,B0,B0,B0
225,SS,M,27,U,LE3,services,other,home,1,2,0,yes,yes,5,3,5,4,5,3,15,B+,B0,B0
226,SS,F,26,U,GT3,other,other,reputation,1,2,0,yes,no,3,3,4,1,1,4,0,B+,B+,B+
227,SS,M,22,U,GT3,services,other,home,1,2,0,yes,no,4,4,4,2,4,5,10,B0,B0,B0
228,SS,F,27,R,LE3,services,other,other,1,1,0,yes,no,5,2,1,1,2,3,6,B0,B0,B0
229,SS,F,27,U,LE3,other,other,reputation,2,2,0,yes,no,4,4,4,1,3,1,2,B+,A0,B+
230,SS,F,27,U,GT3,other,other,reputation,1,2,0,yes,yes,3,4,5,2,4,1,16,B0,C+,B0
231,SS,M,22,U,LE3,services,health,home,1,2,0,yes,no,3,2,4,2,4,4,10,B0,B0,B0
232,SS,F,27,U,GT3,at_home,other,home,2,1,0,yes,no,3,3,3,1,4,3,4,B0,B+,B+
233,SS,F,27,U,GT3,at_home,at_home,course,1,3,0,yes,no,4,3,3,1,1,4,0,B0,B0,B+
234,SS,F,27,R,GT3,at_home,services,reputation,2,2,0,yes,no,4,2,5,1,2,5,0,B0,B0,B0
235,SS,F,27,U,GT3,at_home,other,reputation,1,3,0,yes,yes,4,3,4,1,1,5,12,B0,B0,B0
236,SS,F,26,U,GT3,services,teacher,other,1,2,0,yes,no,2,3,1,1,1,3,0,B+,B+,B+
237,SS,M,22,U,GT3,other,other,home,2,2,3,yes,no,3,3,3,5,5,4,9,B0,C+,B0
238,SS,F,26,U,GT3,teacher,services,home,1,3,0,yes,no,5,3,2,1,1,5,4,B+,A0,A0
239,SS,F,22,R,GT3,other,other,reputation,1,2,0,yes,yes,5,3,3,1,1,4,4,C+,C+,C+
240,SS,F,27,U,GT3,other,other,course,1,2,0,yes,no,5,3,4,1,3,3,2,A0,A+,A0
241,SS,M,27,U,LE3,services,services,reputation,1,2,0,yes,no,5,3,3,1,3,3,0,B0,B0,B0
242,SS,M,22,U,LE3,at_home,other,course,4,2,0,yes,yes,4,3,2,4,5,3,2,C+,B0,B0
243,SS,F,27,U,GT3,other,other,course,2,3,0,yes,yes,3,2,3,1,2,3,0,B+,B+,A0
